DATESTAMP,COLOR,HHID,UNIQUE_HHID,HAVEPHONE,SPOUSEMOBILE,NUMOTHERPHONES,PRIMARYCOOK,AGE,FUEL,KNOWLUNCH,LUNCHYESTERDAY,WOODLASTWEEK,WOODLASTMONTH,GATHERWOODWEEK,GATHERLASTMONTH,VEHICLE,STOVES,DECISIONS,NOTES,DATESURVEY,PARISH,DATE,GROUP,MAXBID,MAXBIDNOVEL,SALE_DATE,SERIALNUMBER,PAID_PRICE,GENDER,STATUS,INCOME,HOWPAID,MAINEMPLOYER,TIMEEMPLOYED,HAVEPHONE1,SPOUSEMOBILE1,COWS,HOWMANYCOWS,VEHICLE1,TV,RADIO,FUEL1,WOODLASTWEEK1,WOODLASTMONTH1,GATHERWOODWEEK1,GATHERLASTMONTH1,STOVES1,PRIMARYCOOK1,PRIMARYCOOK2,DECISIONS1,DECISIONS2,TYPICALNUMEATING,WINNING_AMOUNT,WIN_TRADITIONAL_OFFER,WIN_NOVEL_OFFER,DEPOSIT_ON_SALES_DAY,PAID_IN_FULL,BALANCE_DUE_AFTER_SALES_MEETING,TOTAL_COLLECTED,RETURNED,DEFAULT,PAYMENT_COMPLETE,AMOUNT_REFUNDED,NOTES_WINNERS,DATE_SALE,FORECASTED_COLLECTION,ACTUAL_COLLECTION,FEMALE,HAVEPHONE2,VEHICLE_DISCRETE,BICYCLE_DUMMY,CAR_DUMMY,MOTORCYCLE_DUMMY,RADIO_DUMMY,BUYWOOD_DUMMY,GATHERWOOD_DUMMY,RESPONDENT_PRIMARY_COOK,HH_PHONES,WOOD,MARRIED1,MARRIED,TIME_EMPLOYED,WIFECOOK,JOINTDECISION,TSF_PRIMARY,SELFEMPLOYED
2/21/12 12:32,Orange,V,193,Yes,No,,Spouse,59,Wood,No,,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,,15000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse does not own phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
2/21/12 13:08,White,D,142,No,Yes I can enter the phone number,,Respondent,28,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,ok,21-Feb-12,Bwengure,2/21/12,No Message,25000,50000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
2/21/12 12:50,White,X,199,No,No,,Respondent,38,Wood,Yes,3,No,No,Yes,Yes,None,None,Respondent & Spouse Jointly,ok,21-Feb-12,Bwengure,2/21/12,No Message,8000,10000,,,,Female,Married (polygamous),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,Spouse does not own phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1
2/21/12 12:15,Yellow,E,147,No,No,,Respondent,35,Wood,Yes,5,No,No,Yes,Yes,Bicycle,None,Respondent,none,21-Feb-12,Bwengure,2/21/12,Improves Health,10000,24000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant does not own phone,Spouse does not own phone,Yes,0-5 cows,Bicycle,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1
2/21/12 12:37,Orange,F,148,Yes,Yes I can enter the phone number,,Spouse,29,Wood,No,,Yes,Yes,Yes,No,Bicycle|Motorcycle,Charcoal Stove|Kerosene Stove,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,15000,20000,,,,Male,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant owns phone,Spouse owns phone,No,,Motorcycle,No,Yes,Wood,Yes,Yes,Yes,No,Other,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,1,Bicycle|Motorcycle,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0
2/21/12 12:08,Orange,H,154,Yes,Yes I can enter the phone number,,Respondent,45,Wood,Yes,8,No,No,Yes,Yes,Bicycle|Motorcycle,Charcoal Stove,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,1500,7000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Motorcycle,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had more than usual,,,,,,,,,,,,,,,,1,1,Bicycle|Motorcycle,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1
2/21/12 12:35,White,B,136,Yes,Yes I can enter the phone number,,Respondent,35,Wood,Yes,8,Yes,Yes,Yes,Yes,Bicycle,Built-in Mud Stove,Respondent & Spouse Jointly,ok,21-Feb-12,Bwengure,2/21/12,No Message,20000,50000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Non-family member,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2/21/12 13:01,White,A,134,Yes,No,,Spouse,32,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,ok,21-Feb-12,Bwengure,2/21/12,No Message,5000,10000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
2/21/12 13:07,Yellow,F,150,Yesnonumber,Yes but I don`t know the phone number,,Respondent,57,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent,none,21-Feb-12,Bwengure,2/21/12,Improves Health,15000,10000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
2/21/12 11:51,Pink,C,138,Yes,No,,Respondent,36,Wood,Yes,1,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,21-Feb-12,Bwengure,2/21/12,"Time, Money and Health",15000,20000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
2/21/12 12:29,White,I,158,Yes,,,Respondent,43,Wood,Yes,5,No,No,Yes,Yes,None,None,Respondent,ok,21-Feb-12,Bwengure,2/21/12,No Message,5000,10000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,,Yes,0-5 cows,None,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1
2/21/12 12:43,White,Q,182,No,Yes I can enter the phone number,,Respondent,35,Wood,Yes,5,Yes,Yes,No,No,Motorcycle,None,Respondent & Spouse Jointly,ok,21-Feb-12,Bwengure,2/21/12,No Message,5000,10000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,Seasonal,Participant does not own phone,Spouse owns phone,No,,Motorcycle,No,Yes,Wood,Yes,Yes,No,No,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,0,Motorcycle,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
2/21/12 12:07,Pink,H,155,No,No,,Respondent,70,Wood,Yes,2,No,No,Yes,Yes,None,None,Respondent,no,21-Feb-12,Bwengure,2/21/12,"Time, Money and Health",2000,2000,,,,Female,Married (monogamous),No,,,,Participant does not own phone,Spouse does not own phone,Yes,0-5 cows,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0
2/21/12 12:27,Orange,E,144,Yes,No,,Spouse,50,Wood,No,,Yes,Yes,No,No,Bicycle,None,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,10000,10000,,,,Male,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant owns phone,Spouse does not own phone,Yes,6-10 cows,Bicycle,No,Yes,Wood,Yes,Yes,No,No,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
2/21/12 12:05,White,E,146,Yes,Yes but I don`t know the phone number,,Respondent,48,Wood,Yes,2,No,No,Yes,Yes,Bicycle,Charcoal Stove,Respondent & Spouse Jointly,ok,21-Feb-12,Bwengure,2/21/12,No Message,20000,30000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,Yes,6-10 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1
2/21/12 12:04,Orange,T,185,Yes,Yes I can enter the phone number,,Respondent,40,Wood,Yes,7,Yes,Yes,No,Yes,Bicycle,None,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,30000,40000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,No,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
2/21/12 12:11,Pink,I,157,No,No,,Respondent,29,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,21-Feb-12,Bwengure,2/21/12,"Time, Money and Health",20000,40000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,Spouse does not own phone,Yes,6-10 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1
2/21/12 11:59,Orange,A,133,Yes,Yes I can enter the phone number,,Spouse,50,Wood,No,,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,20000,40000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
2/21/12 12:45,Yellow,W,197,No,,,Other,14,Wood,Yes,5,No,No,Yes,Yes,None,None,Father or Mother,none,21-Feb-12,Bwengure,2/21/12,Improves Health,5000,7000,,,,Female,Single (never married),No,,,,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Other,Other,Father or Mother,Father or Mother,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2/21/12 12:28,Pink,D,141,Yes,Yes I can enter the phone number,,Respondent,30,Wood,Yes,5,Yes,Yes,Yes,Yes,Bicycle,Charcoal Stove,Spouse,no,21-Feb-12,Bwengure,2/21/12,"Time, Money and Health",20000,25000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,Yes,Yes,Charcoal Stove,Respondent,Wife,Spouse,Husband,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
2/21/12 12:47,Orange,Z,203,Yes,,,Other,20,Wood,No,,No,No,Yes,Yes,Bicycle,Built-in Mud Stove,Father or Mother,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,10000,20000,,,,Female,Single (never married),Yes,Cash only,Non-family member,All year,Participant owns phone,,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Other,Other,Father or Mother,Father or Mother,,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0
2/21/12 12:54,White,N,175,No,,,Respondent,14,Wood,Yes,2,No,No,Yes,Yes,Bicycle,None,Father or Mother,ok,21-Feb-12,Bwengure,2/21/12,No Message,50000,30000,,,,Female,Single (never married),No,,,,Participant does not own phone,,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Father or Mother,Father or Mother,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,2,1,0,0,0,1,0,1,0
2/21/12 12:24,Yellow,D,143,Yes,Yes I can enter the phone number,,Respondent,29,Wood,Yes,1,No,No,Yes,Yes,None,Built-in Mud Stove|Charcoal Stove,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Improves Health,10000,20000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,None,No,Yes,Wood,No,No,Yes,Yes,Other,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
2/21/12 13:36,Orange,P,178,Yes,Yes but I don`t know the phone number,,Respondent,44,Wood,Yes,6,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,5000,5000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,No,,Bicycle,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
2/21/12 12:19,Yellow,B,137,Yes,Yes but I don`t know the phone number,,Respondent,52,Wood,Yes,1,No,No,Yes,Yes,Bicycle|Motorcycle,Built-in Mud Stove,Respondent,none,21-Feb-12,Bwengure,2/21/12,Improves Health,10000,20000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Motorcycle,No,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle|Motorcycle,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1
2/21/12 12:07,Yellow,Z,205,Yes,Yes I can enter the phone number,,Spouse,62,Wood,Yes,8,No,No,Yes,Yes,Bicycle|Motorcycle,None,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Improves Health,10000,30000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Motorcycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,0,1,Bicycle|Motorcycle,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1
2/21/12 12:47,White,U,191,No,,,Other,15,Wood,Yes,2,No,No,Yes,Yes,None,None,Father or Mother,ok,21-Feb-12,Bwengure,2/21/12,No Message,20000,15000,,,,Male,Single (never married),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Other,Other,Father or Mother,Father or Mother,No we had less than usual,,,,,,,,,,,,,,,,0,0,None,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
2/21/12 12:56,Pink,J,161,No,Yes but I don`t know the phone number,,Respondent,35,Wood,Yes,6,No,No,Yes,Yes,Bicycle,None,Spouse,no,21-Feb-12,Bwengure,2/21/12,"Time, Money and Health",50000,80000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1
2/21/12 12:24,White,O,176,No,,,Maid,80,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Other- DO NOT SPECIFY,She was glad,21-Feb-12,Bwengure,2/21/12,No Message,10000,10000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Other,Other,Other,Other,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
2/21/12 12:51,Yellow,U,192,Yes,No,,Spouse,30,Wood,Yes,4,Yes,Yes,No,No,Bicycle,None,Respondent,none,21-Feb-12,Bwengure,2/21/12,Improves Health,15000,30000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse does not own phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,Yes,Yes,No,No,None,Spouse,Wife,Respondent,Husband,Yes,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1
2/21/12 12:34,Yellow,M,172,Yes,Yes I can enter the phone number,,Respondent,30,Wood,Yes,4,Yes,Yes,No,No,Bicycle,None,Spouse,none,21-Feb-12,Bwengure,2/21/12,Improves Health,56000,25000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,16 or more,Bicycle,No,Yes,Wood,Yes,Yes,No,No,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
2/21/12 11:52,Yellow,P,180,Yes,Yes I can enter the phone number,,Respondent,31,Charcoal,Yes,2,No,No,No,No,Bicycle,Charcoal Stove,Spouse,none,21-Feb-12,Bwengure,2/21/12,Improves Health,10000,20000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Charcoal,No,No,No,No,Charcoal Stove,Respondent,Wife,Spouse,Husband,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1
2/21/12 12:56,Yellow,K,166,Yes,Yes but I don`t know the phone number,,Respondent,35,Wood,No,,No,No,Yes,Yes,None,None,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Improves Health,5000,15000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
2/21/12 12:37,Pink,F,149,No,Yes I can enter the phone number,,Respondent,26,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,21-Feb-12,Bwengure,2/21/12,"Time, Money and Health",30000,30000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
2/21/12 12:19,White,V,195,Yes,,,Respondent,41,Wood,No,,No,No,Yes,Yes,None,Built-in Mud Stove,Respondent,ok,21-Feb-12,Bwengure,2/21/12,No Message,10000,15000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,Seasonal,Participant owns phone,,No,,None,No,No,Wood,No,No,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Respondent,Wife,,,,,,,,,,,,,,,,,1,1,None,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1
2/21/12 13:04,White,T,187,No,No,,Respondent,42,Wood,Yes,5,No,No,Yes,Yes,None,None,Respondent & Spouse Jointly,ok,21-Feb-12,Bwengure,2/21/12,No Message,5000,10000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,Seasonal,Participant does not own phone,Spouse does not own phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1
2/21/12 13:11,White,J,162,Yes,Yes but I don`t know the phone number,,Spouse,54,Wood,No,,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,ok,21-Feb-12,Bwengure,2/21/12,No Message,5000,5000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
2/21/12 15:45,Pink,G,152,Yes,Yes but I don`t know the phone number,,Spouse,29,Wood,Yes,4,No,No,Yes,Yes,None,None,Respondent,no,21-Feb-12,Bwengure,2/21/12,"Time, Money and Health",100000,120000,2/21/12,EG1JO83420,56000,Male,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent,Husband,No we had less than usual,56000,1,0,5000,0,51000,0,1,0,0,5000,,21-Feb-12,28-Feb-12,23-Apr-12,0,1,None,0,0,0,1,0,1,0,2,1,1,1,0,1,0,1,1
2/21/12 11:58,Yellow,O,177,Yes,No,,Spouse,90,Wood,Yes,6,No,No,Yes,Yes,None,None,Other- DO NOT SPECIFY,none,21-Feb-12,Bwengure,2/21/12,Improves Health,5000,10000,,,,Male,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse does not own phone,Yes,0-5 cows,None,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Other,Other,No we had less than usual,,,,,,,,,,,,,,,,0,1,None,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
2/21/12 12:10,White,H,156,No,No,,Respondent,35,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,ok,21-Feb-12,Bwengure,2/21/12,No Message,5000,10000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
2/21/12 12:11,Yellow,J,163,Yesnonumber,Yes but I don`t know the phone number,,Respondent,48,Wood,Yes,8,No,No,Yes,Yes,Bicycle,None,Respondent,none,21-Feb-12,Bwengure,2/21/12,Improves Health,10000,15000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
2/21/12 12:13,Orange,N,173,Yes,Yes I can enter the phone number,,Respondent,37,Wood,Yes,5,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,10000,10000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
2/21/12 12:51,Orange,M,169,Yesnonumber,No,,Children,67,Wood,No,,No,No,Yes,Yes,Bicycle,Built-in Mud Stove,Respondent & Spouse Jointly,none,21-Feb-12,Bwengure,2/21/12,Saves Time and Money,40000,60000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse does not own phone,Yes,6-10 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Children,Children,Respondent & Spouse Jointly,Wife & Husband Jointly,,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1
2/21/12 13:00,Pink,L,167,No,,,Other,21,Wood,Yes,3,No,No,Yes,Yes,None,None,Other- DO NOT SPECIFY,no,21-Feb-12,Bwengure,2/21/12,"Time, Money and Health",40000,80000,,,,Male,Single (never married),Yes,Cash only,Non-family member,Seasonal,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Other,Other,Other,Other,No we had less than usual,,,,,,,,,,,,,,,,0,0,None,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2/21/12 12:33,Pink,E,145,No,,,Respondent,14,Wood,Yes,3,No,No,Yes,Yes,Motorcycle,None,Father or Mother,no,21-Feb-12,Bwengure,2/21/12,"Time, Money and Health",25000,50000,,,,Female,Single (never married),No,,,,Participant does not own phone,,Yes,0-5 cows,Motorcycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Father or Mother,Father or Mother,No we had less than usual,,,,,,,,,,,,,,,,1,0,Motorcycle,0,0,1,1,0,1,1,2,1,0,0,0,1,0,1,0
